"Profil du recensement, Recensement de la population de 2021"
"Faible revenu et inégalité du revenu en 2020","  Dans la moitié supérieure de la répartition",,18163925,"",9162020,"",9001900,"",   50.0,"",   51.1,"",   48.9,"",
"Faible revenu et inégalité du revenu en 2020","    Dans le sixième décile",,3632910,"",1810370,"",1822535,"",   10.0,"",   10.1,"",    9.9,"",
"Faible revenu et inégalité du revenu en 2020","    Dans le septième décile",,3632765,"",1819535,"",1813230,"",   10.0,"",   10.1,"",    9.9,"",
"Faible revenu et inégalité du revenu en 2020","    Dans le huitième décile",,3632555,"",1829025,"",1803530,"",   10.0,"",   10.2,"",    9.8,"",
"Faible revenu et inégalité du revenu en 2020","    Dans le neuvième décile",,3632930,"",1841520,"",1791415,"",   10.0,"",   10.3,"",    9.7,"",
"Faible revenu et inégalité du revenu en 2020","    Dans le décile supérieur",,3632765,"",1861575,"",1771195,"",   10.0,"",   10.4,"",    9.6,"",
"Faible revenu et inégalité du revenu en 2020","Total - Mesures de l?inégalité pour la population dans les ménages privés - Données intégrales (100 %)",35,36328475,"",,"...",,"...",36328475,"",,"...",,"...",
"Faible revenu et inégalité du revenu en 2020","  Coefficient de Gini sur le revenu total rajusté des ménages",,    0.347,"",,"...",,"...",    0.347,"",,"...",,"...",
"Faible revenu et inégalité du revenu en 2020","  Coefficient de Gini sur le revenu du marché rajusté des ménages",,    0.462,"",,"...",,"...",    0.462,"",,"...",,"...",
"Faible revenu et inégalité du revenu en 2020","  Coefficient de Gini sur le revenu après impôt rajusté des ménages",,    0.302,"",,"...",,"...",    0.302,"",,"...",,"...",
"Faible revenu et inégalité du revenu en 2020","  Ratio C90/C10 du revenu après impôt rajusté des ménages",,    3.8,"",,"...",,"...",    3.8,"",,"...",,"...",
"Connaissance des langues officielles","Total - Connaissance des langues officielles pour la population totale à l'exclusion des résidents d'un établissement institutionnel - Données intégrales (100 %)",36,36620955,"",18063870,"",18557080,"",  100.0,"",  100.0,"",  100.0,"",
"Connaissance des langues officielles","  Anglais seulement",,25261655,"",12620855,"",12640800,"",   69.0,"",   69.9,"",   68.1,"",
"Connaissance des langues officielles","  Français seulement",,4087895,"",1914500,"",2173390,"",   11.2,"",   10.6,"",   11.7,"",
"Connaissance des langues officielles","  Français et anglais",,6581680,"",3244350,"",3337330,"",   18.0,"",   18.0,"",   18.0,"",
"Connaissance des langues officielles","  Ni français ni anglais",,689725,"",284170,"",405555,"",    1.9,"",    1.6,"",    2.2,"",
"Première langue officielle parlée","Total - Première langue officielle parlée pour la population totale à l'exclusion des résidents d'un établissement institutionnel - Données intégrales (100 %)",37,36620955,"",18063870,"",18557080,"",  100.0,"",  100.0,"",  100.0,"",
"Première langue officielle parlée","  Anglais",,27643140,"",13696115,"",13947025,"",   75.5,"",   75.8,"",   75.2,"",
"Première langue officielle parlée","  Français",,7828545,"",3854435,"",3974110,"",   21.4,"",   21.3,"",   21.4,"",
"Première langue officielle parlée","  Français et anglais",,476175,"",237635,"",238535,"",    1.3,"",    1.3,"",    1.3,"",
"Première langue officielle parlée","  Ni français ni anglais",,673100,"",275685,"",397420,"",    1.8,"",    1.5,"",    2.1,"",
"Langue maternelle","Total - Langue maternelle pour la population totale à l'exclusion des résidents d'un établissement institutionnel - Données intégrales (100 %)",38,36620955,"",18063870,"",18557080,"",  100.0,"",  100.0,"",  100.0,"",
"Langue maternelle","  Réponses uniques",,35145265,"",17344665,"",17800600,"",   96.0,"",   96.0,"",   95.9,"",
"Langue maternelle","    Langues officielles",,27296445,"",13583930,"",13712510,"",   74.5,"",   75.2,"",   73.9,"",
"Langue maternelle","      Anglais",,20107200,"",10036360,"",10070835,"",   54.9,"",   55.6,"",   54.3,"",
"Langue maternelle","      Français",,7189245,"",3547565,"",3641675,"",   19.6,"",   19.6,"",   19.6,"",
"Langue maternelle","    Langues non officielles",,7848820,"",3760725,"",4088090,"",   21.4,"",   20.8,"",   22.0,"",
"Langue maternelle","      Langues autochtones",39,148895,"", 71630,"", 77265,"",    0.4,"",    0.4,"",    0.4,"",
"Langue maternelle","        Langues algonquiennes",, 97125,"", 46545,"", 50580,"",    0.3,"",    0.3,"",    0.3,"",
"Langue maternelle","          Pied-noir",,  2520,"",  1180,"",  1340,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues cries-innues",, 67665,"", 32715,"", 34950,"",    0.2,"",    0.2,"",    0.2,"",
"Langue maternelle","            Atikamekw",,  5500,"",  2825,"",  2670,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Langues cries",, 53070,"", 25645,"", 27430,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","              Ililimowin (cri de Moose)",,   155,"",    70,"",    85,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Inu Ayimun (cri du Sud-Est)",,   580,"",   300,"",   280,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Iyiyiw-Ayimiwin (cri du Nord-Est)",,  3460,"",  1675,"",  1785,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Nehinawewin (cri des marais)",,  2475,"",  1075,"",  1395,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Nehiyawewin (cri des plaines)",,  5025,"",  2345,"",  2675,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Nihithawiwin (cri des bois)",,  2850,"",  1370,"",  1480,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Cri, n.d.a.",, 38535,"", 18810,"", 19725,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","            Innu (montagnais)",,  8465,"",  3930,"",  4535,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Naskapi",,   625,"",   310,"",   315,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues algonquiennes de l'Est",,  5155,"",  2415,"",  2745,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Mi'kmaq",,  4910,"",  2290,"",  2620,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Wolastoqewi (malécite)",,   245,"",   125,"",   120,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues ojibwées-potawatomies",, 21775,"", 10230,"", 11550,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","            Anicinabemowin (algonquin)",,   865,"",   400,"",   460,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Oji-cri",,  9310,"",  4525,"",  4790,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Langues ojibwées",, 11605,"",  5300,"",  6300,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Anishinaabemowin (chippewa)",,   470,"",   235,"",   235,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Daawaamwin (odawa)",,    65,"",    25,"",    40,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Saulteaux (ojibwé occidental)",,  1880,"",   850,"",  1030,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Ojibwé, n.d.a.",,  9185,"",  4190,"",  4995,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues algonquiennes, n.i.a.",,    10,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Langues athabascanes",, 12885,"",  6200,"",  6680,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues athabascanes du Nord",, 12785,"",  6155,"",  6630,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Dakelh (porteur)",,   625,"",   280,"",   340,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Dane-zaa (castor)",,   120,"",    55,"",    60,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Déné, n.d.a.",,  8060,"",  3865,"",  4190,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Gwich'in",,   175,"",    70,"",   105,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Langues esclaves-lièvre",,  1505,"",   755,"",   755,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Deh Gah Ghotie Zhatie (esclave du Sud)",,   400,"",   195,"",   200,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Satuotine Yati (esclave du Nord)",,   270,"",   120,"",   150,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Esclave, n.d.a.",,   840,"",   440,"",   400,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Langues tahltanes",,   150,"",    80,"",    65,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Kaska (nahani)",,    65,"",    40,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Tahltan",,    80,"",    40,"",    40,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Tlicho (flanc-de-chien)",,  1390,"",   725,"",   670,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Tse'khene (sekani)",,    35,"",     5,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Tsilhqot'in (chilcotin)",,   465,"",   210,"",   255,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Tsuu T'ina (sarsi)",,    25,"",    15,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Langues tutchones",,   120,"",    40,"",    85,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Tutchone du Nord",,    70,"",    15,"",    55,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Tutchone du Sud",,    25,"",    10,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Tutchone, n.d.a.",,    25,"",    10,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Wetsuwet'en-babine",,   120,"",    50,"",    65,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Tlingit",,    50,"",    20,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues athabascanes, n.i.a.",,    45,"",    20,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Haïda",,    45,"",    15,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Langues inuktutes (inuites)",, 33790,"", 16480,"", 17315,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","          Inuinnaqtun (Inuvialuktun)",,   560,"",   220,"",   340,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Inuinnaqtun",,   335,"",   140,"",   200,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Inuvialuktun",,   225,"",    85,"",   140,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Inuktitut",, 33200,"", 16240,"", 16955,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","          Langues inuktutes (inuites), n.i.a.",,    30,"",    10,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Langues iroquoiennes",,   355,"",   150,"",   205,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Cayuga",,    35,"",    15,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Mohawk",,   275,"",   115,"",   155,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Oneida",,    45,"",    10,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues iroquoiennes, n.i.a.",,    10,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Ktunaxa (kutenai)",,    30,"",    15,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Michif",,   485,"",   220,"",   265,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Langues salishennes",,  1095,"",   520,"",   575,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Halkomelem",,   185,"",    90,"",    95,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Lillooet",,   100,"",    45,"",    55,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Ntlakapamux (thompson)",,   180,"",   100,"",    80,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Secwepemctsin (shuswap)",,   265,"",   125,"",   140,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Squamish",,    25,"",    10,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Straits",,    95,"",    40,"",    50,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Syilx (okanagan)",,   185,"",    80,"",   105,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues salishennes, n.i.a.",,    55,"",    30,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Langues siouennes",,  1040,"",   485,"",   555,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Assiniboine",,    70,"",    40,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Dakota",,   560,"",   245,"",   315,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Stoney",,   365,"",   180,"",   190,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues siouennes, n.i.a.",,    45,"",    20,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Langues tsimshennes",,  1035,"",   515,"",   515,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Gitxsan (gitksan)",,   590,"",   300,"",   290,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Nisga'a",,   325,"",   155,"",   170,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Tsimshian",,   120,"",    60,"",    60,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Langues wakashanes",,   770,"",   385,"",   385,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Haisla",,    85,"",    35,"",    55,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Heiltsuk",,   300,"",   180,"",   120,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Kwak'wala (kwakiutl)",,   150,"",    70,"",    80,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Nuu-chah-nulth (nootka)",,   220,"",    95,"",   130,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues wakashanes, n.i.a.",,    20,"",     5,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Langues autochtones, n.i.a.",,    60,"",    25,"",    35,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Langues autochtones, n.d.a.",,   180,"",    75,"",   100,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","      Langues non autochtones",,7699925,"",3689100,"",4010830,"",   21.0,"",   20.4,"",   21.6,"",
"Langue maternelle","        Langues afro-asiatiques",,698355,"",359625,"",338730,"",    1.9,"",    2.0,"",    1.8,"",
"Langue maternelle","          Langues berbères",, 27490,"", 14715,"", 12775,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","            Kabyle",, 24760,"", 13130,"", 11625,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","            Tamazight",,  2340,"",  1365,"",   975,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Langues berbères, n.i.a.",,   395,"",   225,"",   170,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues tchadiques",,  1985,"",  1085,"",   905,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Haoussa",,  1315,"",   740,"",   570,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Mina",,   675,"",   340,"",   335,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Copte",,  1015,"",   510,"",   505,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues couchitiques",, 49410,"", 23275,"", 26135,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","            Bilen",,  2020,"",  1085,"",   935,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Oromo",,  5905,"",  3015,"",  2890,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Somali",, 40730,"", 18775,"", 21955,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","            Langues couchitiques, n.i.a.",,   755,"",   400,"",   350,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues sémitiques",,618450,"",320045,"",298405,"",    1.7,"",    1.8,"",    1.6,"",
"Langue maternelle","            Amharique",, 25685,"", 12090,"", 13600,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","            Arabe",,508410,"",265350,"",243060,"",    1.4,"",    1.5,"",    1.3,"",
"Langue maternelle","            Langues araméennes",, 27690,"", 13465,"", 14220,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","              Assyrien néo-araméen",, 17220,"",  8320,"",  8900,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Chaldéen néo-araméen",,  8860,"",  4335,"",  4525,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Araméen, n.d.a.",,  1600,"",   805,"",   795,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Harari",,  1220,"",   550,"",   675,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Hébreu",, 19495,"", 10505,"",  8995,"",    0.1,"",    0.1,"",    0.0,"",
"Langue maternelle","            Maltais",,  4425,"",  2080,"",  2340,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Tigrigna",, 31075,"", 15775,"", 15300,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","            Langues sémitiques, n.i.a.",,   450,"",   235,"",   220,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Langues austro-asiatiques",,192985,"", 87230,"",105750,"",    0.5,"",    0.5,"",    0.6,"",
"Langue maternelle","          Khmer (cambodgien)",, 19525,"",  8820,"", 10705,"",    0.1,"",    0.0,"",    0.1,"",
"Langue maternelle","          Vietnamien",,173000,"", 78180,"", 94820,"",    0.5,"",    0.4,"",    0.5,"",
"Langue maternelle","          Langues austro-asiatiques, n.i.a.",,   460,"",   230,"",   225,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Langues austronésiennes",,565375,"",238875,"",326500,"",    1.5,"",    1.3,"",    1.8,"",
"Langue maternelle","          Bicol",,  2115,"",   940,"",  1180,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Bisaya, n.d.a.",,  8215,"",  3425,"",  4790,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Cebuano",, 18945,"",  7800,"", 11145,"",    0.1,"",    0.0,"",    0.1,"",
"Langue maternelle","          Fidjien",,   605,"",   325,"",   280,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Hiligaïnon",,  9690,"",  3900,"",  5795,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Ilocano",, 33520,"", 14140,"", 19380,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","          Indonésien",, 11910,"",  4990,"",  6920,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Kankanaey",,  1100,"",   465,"",   640,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Kinaray-a",,   670,"",   275,"",   395,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues malgaches",,  2085,"",   990,"",  1090,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Merina",,  1245,"",   580,"",   670,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Malgache, n.d.a.",,   835,"",   415,"",   425,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Malais",,  1330,"",   570,"",   760,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Pampangan (kapampangan, pampango)",,  5615,"",  2635,"",  2980,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Pangasinan",,  2050,"",   900,"",  1150,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Tagalog (pilipino, filipino)",,461150,"",194805,"",266345,"",    1.3,"",    1.1,"",    1.4,"",
"Langue maternelle","          Waray-waray",,  1625,"",   690,"",   935,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues austronésiennes, n.i.a.",,  4740,"",  2035,"",  2705,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Langues créoles",, 78235,"", 35650,"", 42580,"",    0.2,"",    0.2,"",    0.2,"",
"Langue maternelle","          Créole haïtien",, 52435,"", 23355,"", 29085,"",    0.1,"",    0.1,"",    0.2,"",
"Langue maternelle","          Créole jamaïcain anglais",,   600,"",   315,"",   290,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Krio",,   795,"",   365,"",   435,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Mauricien",,  6125,"",  3015,"",  3110,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Sango",,   580,"",   280,"",   300,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Créole, n.d.a.",, 15550,"",  7325,"",  8230,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues créoles, n.i.a.",,  2135,"",  1000,"",  1140,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Langues dravidiennes",,244165,"",125180,"",118990,"",    0.7,"",    0.7,"",    0.6,"",
"Langue maternelle","          Kannada",,  6240,"",  3215,"",  3020,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Malayalam",, 54050,"", 29375,"", 24670,"",    0.1,"",    0.2,"",    0.1,"",
"Langue maternelle","          Tamoul",,152850,"", 75010,"", 77845,"",    0.4,"",    0.4,"",    0.4,"",
"Langue maternelle","          Telougou",, 30045,"", 17095,"", 12950,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","          Tulu",,   615,"",   310,"",   305,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues dravidiennes, n.i.a.",,   370,"",   170,"",   195,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Géorgien",,  2180,"",  1175,"",  1005,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Langues hmong-mien",,   565,"",   265,"",   305,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","        Langues indo-européennes",,4124860,"",2018340,"",2106520,"",   11.3,"",   11.2,"",   11.4,"",
"Langue maternelle","          Albanais",, 29265,"", 14690,"", 14580,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","          Arménien",, 33720,"", 16335,"", 17385,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","          Langues balto-slaves",,648810,"",297100,"",351710,"",    1.8,"",    1.6,"",    1.9,"",
"Langue maternelle","            Langues baltes",, 10560,"",  4425,"",  6135,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Letton",,  4430,"",  1875,"",  2555,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Lituanien",,  6130,"",  2555,"",  3580,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Langues slaves",,638250,"",292670,"",345580,"",    1.7,"",    1.6,"",    1.9,"",
"Langue maternelle","              Biélorusse",,   720,"",   325,"",   395,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Bulgare",, 19035,"",  9090,"",  9950,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","              Tchèque",, 20025,"",  9215,"", 10815,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","              Macédonien",, 14795,"",  7075,"",  7720,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Polonais",,160170,"", 72120,"", 88050,"",    0.4,"",    0.4,"",    0.5,"",
"Langue maternelle","              Russe",,197905,"", 89100,"",108800,"",    0.5,"",    0.5,"",    0.6,"",
"Langue maternelle","              Russine",,   500,"",   240,"",   255,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Serbo-croate",,116735,"", 56900,"", 59835,"",    0.3,"",    0.3,"",    0.3,"",
"Langue maternelle","                Bosniaque",, 13820,"",  6785,"",  7040,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","                Croate",, 43500,"", 20755,"", 22740,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","                Serbe",, 57425,"", 28410,"", 29015,"",    0.2,"",    0.2,"",    0.2,"",
"Langue maternelle","                Serbo-croate, n.i.a.",,  1995,"",   945,"",  1045,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Slovaque",, 15255,"",  6930,"",  8320,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Slovène",,  7965,"",  3425,"",  4535,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Ukrainien",, 84705,"", 38005,"", 46695,"",    0.2,"",    0.2,"",    0.3,"",
"Langue maternelle","              Langues slaves, n.i.a.",,   440,"",   235,"",   205,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues celtiques",,  2150,"",  1110,"",  1045,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Irlandais",,   665,"",   355,"",   315,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Gaélique écossais",,   425,"",   210,"",   210,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Gallois",,   825,"",   410,"",   420,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Langues celtiques, n.i.a.",,   230,"",   135,"",    95,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","          Langues germaniques",,463400,"",221365,"",242035,"",    1.3,"",    1.2,"",    1.3,"",
"Langue maternelle","            Frison",,  1570,"",   800,"",   775,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Langues haut-allemandes",,301570,"",142580,"",158990,"",    0.8,"",    0.8,"",    0.9,"",
"Langue maternelle","              Allemand",,272865,"",128250,"",144615,"",    0.7,"",    0.7,"",    0.8,"",
"Langue maternelle","              Allemand pennsylvanien",,  9065,"",  4530,"",  4540,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Allemand suisse",,  7575,"",  3740,"",  3835,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Yiddish",, 12060,"",  6060,"",  6005,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Langues bas-saxonnes?bas-franciques",,138655,"", 67815,"", 70840,"",    0.4,"",    0.4,"",    0.4,"",
"Langue maternelle","              Afrikaans",, 12270,"",  6175,"",  6095,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Néerlandais",, 80315,"", 39000,"", 41310,"",    0.2,"",    0.2,"",    0.2,"",
"Langue maternelle","              Bas-allemand, n.d.a.",,  8670,"",  4255,"",  4420,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Bas-saxon",,  1270,"",   650,"",   625,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","              Bas-allemand mennonite",, 33200,"", 16410,"", 16785,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","              Vlaams (flamand)",,  2935,"",  1325,"",  1605,"",    0.0,"",    0.0,"",    0.0,"",
"Langue maternelle","            Langues scandinaves",, 20275,"",  9500,"", 10775,"",    0.1,"",    0.1,"",    0.1,"",
"Langue maternelle","              Danois",,  9945,"",  4750,"",  5195,"",    0.0,"",    0.0,"",    0.0,"",
